Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Days,Children,Total_Spending,Cluster,AcceptedCampaigns,TotalPurchases
2,4,38808.0,21,4,8,0,1,54,4876,1,246,0,1,10
3,3,57183.0,51,8,8,0,0,60,4671,2,610,0,0,17
3,2,23748.0,97,3,8,0,0,58,4789,1,76,2,0,6
2,3,66303.0,56,4,8,0,0,55,4692,1,1286,0,1,18
3,3,37368.0,4,1,6,0,0,51,4399,1,30,2,1,3
2,3,40800.0,77,2,7,1,0,62,4748,3,99,2,0,6
2,2,71847.0,95,0,3,0,0,48,4850,0,1192,1,1,22
2,3,46149.0,36,5,5,0,0,51,4416,1,362,0,0,13
2,5,78687.0,13,1,2,0,1,43,4893,0,2130,3,1,18
0,2,49118.0,90,2,7,0,1,55,4884,0,1229,3,2,26
4,3,37633.0,49,2,9,0,0,69,4851,2,38,2,0,4
3,5,39767.0,18,2,8,0,0,75,4547,0,485,0,0,15
1,3,26997.0,89,2,7,0,0,75,4805,0,434,2,0,11
2,2,33986.0,43,1,7,0,0,56,4676,1,44,2,0,4
4,3,57091.0,82,2,7,0,1,54,4787,1,496,0,1,16
0,3,46831.0,84,2,4,0,0,57,4590,2,78,2,0,5
3,3,83151.0,80,1,2,0,1,54,4708,0,2346,3,3,22
2,3,52531.0,68,2,6,0,0,55,4750,0,794,1,0,19
2,3,15759.0,12,1,7,0,0,70,4501,0,17,2,0,3
0,3,43050.0,10,2,5,0,0,53,4307,1,76,2,0,6
4,4,42997.0,91,1,7,0,0,49,4408,2,15,2,0,3
4,4,48918.0,21,2,4,0,0,63,4282,2,62,2,0,5
3,5,60033.0,28,2,2,0,0,72,4296,1,198,2,0,8
4,5,34043.0,97,1,9,0,0,48,4451,1,49,2,0,4
2,5,57811.0,49,5,5,0,0,60,4574,1,802,0,1,20
2,3,78569.0,14,1,1,0,1,80,4334,0,1736,3,1,14
2,4,7500.0,5,4,6,0,0,48,4753,2,57,2,0,6
0,3,23148.0,83,1,7,0,0,41,4335,0,37,2,0,5
2,2,44267.0,48,5,9,0,0,56,4693,2,310,0,0,11
2,3,71626.0,94,1,3,0,0,47,4809,0,1305,1,1,18
2,5,60894.0,61,5,7,0,0,60,4570,1,832,0,0,21
2,5,50200.0,70,6,8,0,0,50,4656,2,401,0,0,13
4,3,81051.0,43,1,2,0,0,61,4241,0,1501,3,2,22
2,3,65169.0,23,1,6,0,1,44,4370,0,1189,3,4,27
2,5,59868.0,37,7,6,0,0,54,4546,1,1194,0,0,25
4,3,65695.0,50,2,4,0,0,66,4353,1,656,0,0,19
3,4,64857.0,78,1,4,0,0,70,4787,0,1540,1,0,22
3,5,45143.0,74,3,7,0,0,61,4511,1,311,0,0,12
0,5,74805.0,14,5,2,0,0,71,4439,1,820,1,0,21
0,3,59060.0,77,3,4,0,0,37,4373,1,274,2,0,11
4,4,27238.0,39,3,9,0,0,64,4639,2,57,2,0,6
2,5,47009.0,89,4,4,0,0,61,4475,1,448,0,0,13
0,3,46094.0,62,1,7,0,0,53,4223,2,44,2,0,4
2,5,37235.0,68,1,4,0,0,42,4352,1,61,2,0,4
3,3,81843.0,13,1,3,0,0,66,4637,0,1643,1,0,26
3,5,46692.0,37,3,6,0,0,68,4592,1,397,0,0,12
2,5,77382.0,36,2,1,0,0,58,4377,1,1121,1,1,24
2,4,37774.0,28,4,9,1,1,49,4868,2,473,0,1,12
1,3,18393.0,2,2,8,0,0,52,4296,1,50,2,0,6
3,3,72828.0,17,6,7,0,0,64,4704,1,1678,0,0,22
2,3,24711.0,86,1,7,0,0,44,4276,0,58,2,0,6
4,3,45503.0,54,1,5,0,0,51,4481,1,170,2,0,8
3,4,6560.0,2,0,17,0,0,44,4403,0,373,2,0,2
4,5,71604.0,3,1,4,0,1,81,4428,0,1196,3,1,16
2,3,27244.0,84,2,7,0,0,47,4318,1,101,2,0,6
2,3,48752.0,8,5,9,0,1,57,4768,2,316,0,0,12
2,3,71434.0,4,3,4,0,0,64,4488,1,1400,3,2,18
2,4,90842.0,57,1,1,0,0,78,4539,0,1424,1,0,26
3,3,88097.0,24,1,9,0,1,48,4884,1,844,3,3,19
2,3,51948.0,51,2,5,0,0,51,4489,1,311,2,0,11
2,5,71853.0,29,1,1,0,0,44,4621,0,1149,1,0,16
3,3,35876.0,13,1,6,0,0,43,4274,0,129,2,0,7
2,6,40049.0,23,1,6,0,0,74,4460,1,32,2,0,4
2,4,39660.0,36,3,9,0,1,44,4894,1,299,2,0,11
2,5,50127.0,88,1,6,0,0,64,4235,1,320,2,1,12
3,3,43263.0,2,3,5,0,0,49,4789,1,441,0,0,13
3,3,62845.0,3,11,8,0,1,77,4840,2,1178,0,1,17
2,3,18929.0,15,1,6,0,0,36,4702,0,85,2,0,5
1,4,24367.0,58,1,9,0,0,44,4670,1,24,2,0,3
0,3,26887.0,27,1,6,0,0,67,4708,1,30,2,0,4
2,5,62061.0,12,3,6,0,0,50,4506,1,800,0,1,21
4,5,76542.0,91,1,2,0,0,70,4660,0,1483,1,0,22
2,4,70515.0,12,1,2,0,1,33,4455,0,1258,1,0,16
2,5,18227.0,21,1,8,0,0,39,4802,1,28,2,0,3
2,3,69139.0,23,1,4,0,0,61,4357,1,227,2,0,10
2,3,69109.0,10,1,4,0,1,44,4801,0,1555,3,1,19
2,4,69627.0,35,2,5,0,0,64,4673,1,861,1,0,21
2,3,38136.0,69,2,8,0,0,48,4637,1,103,2,1,6
4,4,62159.0,68,1,4,0,0,80,4266,0,634,1,0,18
2,4,80695.0,85,1,2,0,0,63,4386,0,1918,1,0,18
3,4,33316.0,34,3,6,0,0,55,4472,2,131,2,0,7
2,5,58554.0,55,6,7,0,0,58,4845,2,586,0,0,16
1,3,17256.0,10,2,8,0,0,34,4422,1,62,2,1,5
2,2,53034.0,30,8,8,0,0,52,4599,2,447,0,0,14
0,5,52203.0,36,1,6,0,0,76,4902,0,939,1,0,26
0,2,59601.0,14,4,8,0,0,49,4543,1,797,0,1,11
3,4,75154.0,79,1,3,0,1,68,4867,1,1143,1,0,15
2,4,47025.0,52,3,6,0,0,50,4438,1,415,0,0,14
2,3,37971.0,97,1,8,0,0,53,4420,1,30,2,0,4
2,3,67267.0,0,1,2,0,0,68,4251,1,251,2,0,10
2,4,57338.0,96,2,5,0,0,51,4265,1,237,2,0,10
0,5,50523.0,89,2,6,0,0,66,4390,2,91,2,0,6
4,2,50611.0,98,6,6,0,0,66,4837,1,493,0,1,16
4,3,56242.0,72,5,6,0,0,57,4687,1,971,0,0,23
2,4,48904.0,1,4,8,0,0,66,4778,1,371,0,0,13
2,4,56243.0,26,6,5,0,0,51,4385,3,396,0,0,14
2,3,21355.0,5,2,6,0,1,41,4517,1,68,2,1,5
3,5,57420.0,22,3,7,0,0,55,4573,1,322,0,1,12
3,5,51381.5,39,2,5,0,0,56,4658,1,317,0,0,12
3,2,46390.0,56,1,7,0,0,71,4259,1,222,2,0,9
0,5,54342.0,74,4,6,0,0,70,4565,2,177,2,0,8
2,5,51381.5,87,1,5,0,0,68,4868,2,45,2,0,4
0,4,51381.5,49,1,7,0,0,62,4372,2,21,2,0,3
2,3,20895.0,24,1,9,0,0,53,4835,1,45,2,0,5
2,3,92344.0,9,0,1,0,0,78,4369,0,1899,3,2,20
4,5,51381.5,17,1,7,0,0,54,4323,1,42,2,0,4
2,5,44964.0,35,1,8,0,0,46,4764,2,41,2,0,4
3,3,53761.0,7,6,5,0,0,54,4465,2,325,0,0,11
2,5,22682.0,51,3,4,0,0,53,4473,1,95,2,0,7
4,5,38887.0,17,1,7,0,0,54,4323,1,42,2,0,4
0,4,41658.0,30,2,4,0,0,51,4801,2,72,2,0,4
4,3,29791.0,21,2,5,0,0,54,4249,1,20,2,0,5
3,3,63915.0,2,2,5,0,0,70,4538,2,789,0,0,21
2,2,39996.0,85,1,6,0,0,52,4242,2,15,2,0,3
2,2,26759.0,65,2,6,0,0,54,4346,1,59,2,0,6
4,3,51039.0,11,2,7,0,0,57,4770,2,417,0,0,12
2,3,60544.0,92,4,6,0,0,65,4877,2,289,0,0,11
2,3,37716.0,4,2,7,0,0,73,4273,1,188,2,0,8
2,4,36864.0,53,3,8,0,1,69,4889,1,354,0,0,11
3,3,44511.0,39,6,8,0,0,56,4829,1,727,0,0,20
4,3,36947.0,49,4,9,0,0,59,4895,2,146,2,0,7
3,3,67087.0,40,2,4,0,0,73,4398,1,794,0,0,20
2,3,57045.0,40,3,3,0,0,76,4863,1,454,0,0,15
4,2,36957.0,43,4,9,0,1,73,4865,2,152,0,0,7
4,3,69389.0,17,1,4,0,0,49,4843,1,797,0,0,21
3,3,43142.0,84,1,7,0,0,57,4335,2,20,2,0,3
2,3,80589.0,25,1,1,0,1,82,4362,0,1428,3,1,20
2,4,34412.0,62,3,9,0,0,36,4705,1,209,2,0,8
2,4,57537.0,83,4,4,0,0,47,4588,1,545,0,0,15
2,5,51315.0,45,1,2,0,0,78,4330,0,222,2,0,9
2,3,36026.0,34,2,6,0,0,54,4309,3,61,2,0,5
2,3,24639.0,3,3,6,0,0,53,4356,2,44,2,0,6
4,5,34578.0,1,1,6,0,0,54,4283,3,8,2,0,3
0,4,65704.0,18,1,1,0,0,54,4463,0,817,1,0,22
4,5,54132.0,81,1,7,0,0,57,4337,1,42,2,0,4
2,3,28164.0,23,3,7,0,0,56,4625,1,78,2,0,6
4,3,34596.0,48,1,8,0,0,52,4646,1,23,2,0,3
4,3,43269.0,61,1,8,0,0,54,4490,1,19,2,0,3
0,4,38741.0,60,2,7,0,0,68,4295,2,61,2,0,5
2,4,31907.0,75,1,7,0,0,54,4686,0,449,2,0,13
0,2,31163.0,54,1,6,0,0,53,4340,1,38,2,0,4
2,3,92533.0,84,1,2,0,0,41,4396,0,1131,3,2,22
2,4,34853.0,75,2,6,0,0,53,4392,2,34,2,0,5
2,2,70844.0,16,5,7,0,0,59,4446,2,294,0,0,12
0,3,31086.0,79,2,8,0,0,47,4625,2,48,2,1,4
0,5,20491.0,16,1,7,0,0,40,4724,0,30,2,0,3
2,3,42523.0,96,1,2,0,0,62,4271,0,125,2,0,6
2,5,33402.0,60,3,8,0,0,74,4550,2,70,2,0,6
3,3,36408.0,11,1,6,0,0,77,4485,2,22,2,0,3
2,5,21645.0,75,3,9,0,1,47,4868,1,65,2,0,6
3,6,78427.0,36,3,3,0,1,78,4817,0,1930,3,1,20
2,5,82657.0,71,1,4,0,0,80,4479,0,2283,3,2,22
2,3,51876.0,88,1,1,0,0,68,4461,0,310,1,0,12
0,3,78041.0,93,1,2,0,0,55,4764,0,1319,1,0,17
2,3,52852.0,93,4,8,0,0,69,4779,1,879,0,1,22
4,5,70038.0,54,1,2,0,0,44,4451,0,1244,1,0,16
0,5,69401.0,41,4,2,0,0,53,4302,1,690,0,0,13
2,5,46053.0,46,3,5,0,0,54,4701,1,209,2,0,9
2,3,77343.0,28,1,1,0,0,61,4224,0,1134,1,0,16
2,4,73892.0,40,1,1,0,1,73,4432,0,1507,1,0,22
4,4,40304.0,82,1,7,0,0,59,4476,1,57,2,0,5
4,5,32727.0,38,2,8,0,0,61,4874,0,529,0,0,15
2,2,43300.0,87,3,8,0,1,55,4828,1,180,2,0,8
2,5,26290.0,49,4,6,0,0,54,4737,2,77,2,0,6
2,4,93790.0,16,0,2,0,1,56,4341,0,2349,3,3,25
4,3,38410.0,65,2,6,0,1,52,4857,0,534,1,0,16
3,6,64866.0,9,4,5,0,0,76,4358,1,556,0,1,17
2,5,57957.0,24,7,3,1,0,67,4518,1,637,0,0,18
2,5,16531.0,43,3,7,0,0,48,4215,1,44,2,0,6
3,3,28072.0,10,1,7,0,0,40,4560,1,47,2,0,4
3,2,49476.0,29,4,2,0,0,63,4578,1,795,0,0,18
2,3,50725.0,45,4,8,0,0,73,4705,1,586,0,0,17
4,3,41145.0,20,1,3,0,0,76,4345,2,13,2,0,3
2,5,67419.0,29,4,5,0,0,56,4733,1,1471,1,0,21
0,3,23162.0,82,3,6,0,0,56,4394,2,65,2,0,5
2,3,34380.0,68,4,8,0,0,49,4627,1,175,2,0,8
2,4,34704.0,65,1,5,0,0,60,4632,1,40,2,0,4
4,3,94871.0,99,1,7,0,1,57,4870,2,1078,3,2,17
2,3,65148.0,9,2,4,0,0,68,4794,1,1115,0,0,19
2,5,39898.0,20,2,7,0,0,72,4706,1,134,2,0,7
4,3,59892.0,26,1,3,0,0,56,4443,1,87,2,0,6
3,4,41020.0,68,1,3,0,0,39,4448,0,217,2,0,9
4,3,57072.0,79,2,5,0,0,65,4360,1,1034,0,1,25
0,5,19414.0,32,1,8,0,0,45,4460,1,32,2,0,4
2,3,19107.0,49,2,7,0,0,46,4515,1,46,2,0,4
0,5,75484.0,50,2,4,0,0,50,4900,1,1159,1,0,16
3,4,70379.0,84,3,4,0,0,50,4687,1,860,0,0,22
3,5,79419.0,96,1,2,0,0,56,4211,0,1631,1,0,14
4,5,64014.0,56,7,7,0,0,80,4223,3,444,0,1,15
2,3,76998.0,85,2,6,0,0,71,4738,1,1910,1,1,27
3,5,49854.0,63,5,6,0,0,54,4435,1,380,0,0,13
4,3,60585.0,17,10,5,0,1,55,4574,2,736,0,0,20
4,2,42873.0,11,4,8,0,0,76,4728,2,269,0,0,11
2,5,87679.0,62,1,4,0,1,38,4541,0,2524,3,3,28
2,5,57867.0,48,7,6,0,0,48,4475,1,612,0,0,18
2,3,35765.0,86,2,6,0,0,36,4404,1,75,2,0,6
2,3,65492.0,73,2,2,0,0,67,4358,0,1045,1,0,24
2,2,32952.0,36,1,7,0,0,49,4414,1,55,2,0,5
4,5,53374.0,34,6,9,0,1,57,4886,1,1064,0,1,15
2,5,71706.0,16,4,5,0,0,67,4797,1,1443,1,0,21
2,3,68487.0,48,1,4,0,0,38,4736,0,1366,1,0,29
3,5,53253.0,61,7,5,0,0,51,4707,2,436,0,0,12
2,3,42014.0,56,6,8,0,1,49,4885,1,436,0,0,14
3,3,54108.0,74,13,8,0,0,53,4805,2,747,0,0,19
4,4,49667.0,35,2,8,0,1,71,4882,0,1396,0,1,20
3,3,63206.0,65,1,2,0,0,52,4305,0,928,1,1,13
3,3,57136.0,48,9,6,0,0,54,4559,2,642,0,0,17
0,5,46772.0,88,6,8,0,0,51,4803,1,1048,0,1,24
4,3,78931.0,19,1,1,0,0,55,4451,0,943,1,0,23
2,5,53977.0,21,5,5,0,0,68,4590,1,907,0,0,22
2,3,73538.0,92,3,7,0,0,61,4785,1,1658,1,0,23
2,3,79529.0,1,1,2,0,0,40,4267,0,1638,1,0,21
0,5,20981.0,14,1,8,0,1,49,4629,0,73,2,0,6
2,4,51766.0,74,2,5,0,0,46,4314,1,275,2,0,10
2,3,55759.0,84,5,8,0,0,64,4782,1,854,0,0,21
3,3,37787.0,50,1,8,0,0,54,4486,1,106,2,0,6
2,4,27242.0,2,2,9,0,1,56,4799,1,106,2,0,5
4,4,87188.0,73,1,3,0,1,43,4595,0,1923,1,0,18
2,5,69930.0,21,1,3,0,0,55,4603,0,1662,1,0,21
2,4,37697.0,82,1,6,0,0,50,4346,1,84,2,0,6
2,4,3502.0,56,0,14,0,0,53,4646,1,5,2,0,0
2,3,58597.0,20,12,7,0,0,50,4790,2,733,0,0,20
4,6,82032.0,54,0,1,0,0,78,4289,0,1234,1,0,17
2,5,28087.0,77,3,7,0,0,68,4769,2,112,2,0,6
4,4,74004.0,5,1,3,0,1,39,4329,0,1658,3,2,14
2,5,19740.0,65,2,5,0,0,66,4666,1,55,2,0,5
0,3,57036.0,33,4,9,0,0,51,4769,1,1513,0,1,22
0,5,53083.0,65,6,7,0,0,68,4614,2,271,0,1,11
4,3,69283.0,41,4,5,0,0,51,4219,1,904,0,0,23
3,4,46098.0,86,4,8,0,1,51,4884,2,120,2,0,7
0,3,23331.0,92,2,8,0,0,38,4867,1,103,2,0,6
0,4,23331.0,97,6,9,0,0,38,4836,1,269,2,0,11
2,4,9255.0,91,1,8,0,0,37,4395,1,22,2,0,4
4,6,67786.0,0,1,1,0,1,67,4408,0,1156,1,0,15
4,3,71969.0,59,3,8,0,0,55,4825,1,1086,0,1,16
3,4,59235.0,4,3,7,0,0,59,4737,1,1128,0,0,25
2,5,31928.0,5,2,7,0,0,37,4297,1,72,2,0,7
3,5,74881.0,48,4,5,0,0,65,4682,2,964,0,0,23
2,3,65819.0,99,1,3,0,0,48,4781,0,1383,1,0,19
4,4,51411.0,81,1,5,0,0,73,4603,3,18,2,0,3
2,2,51983.0,95,3,7,0,0,62,4871,1,793,0,0,21
0,3,30390.0,5,1,6,0,0,39,4504,0,80,2,0,5
2,4,30983.0,50,1,8,0,1,63,4801,0,167,2,0,7
2,6,66033.0,76,2,7,0,0,69,4729,1,677,0,0,18
0,3,37284.0,46,1,6,0,0,51,4661,2,23,2,0,3
3,2,57530.0,68,1,1,0,0,75,4464,1,92,2,0,6
0,3,76800.0,33,1,1,0,0,61,4317,0,641,1,0,15
2,3,63943.0,50,1,5,0,0,70,4869,1,1106,1,0,16
3,3,37054.0,89,2,7,0,0,59,4491,2,25,2,0,4
3,5,47175.0,81,7,8,0,1,64,4813,2,240,0,1,10
2,2,31859.0,77,1,7,0,0,50,4584,1,20,2,0,3
2,2,27215.0,50,4,6,0,0,65,4726,3,102,2,0,7
4,2,70179.0,10,3,5,0,0,50,4547,1,1034,0,0,23
2,3,24645.0,16,1,8,0,0,38,4809,1,17,2,0,3
2,2,79865.0,12,1,1,0,0,72,4215,1,792,1,0,20
2,3,44322.0,30,2,8,0,0,41,4217,1,92,2,0,6
2,4,47958.0,8,2,5,0,0,74,4730,1,407,0,0,14
3,4,63972.0,93,4,4,0,0,62,4778,1,1269,0,1,19
2,5,75315.0,14,2,2,0,0,72,4279,1,841,1,0,21
4,3,55517.0,53,5,9,0,1,76,4844,2,633,0,0,18
4,3,75283.0,26,11,4,0,0,69,4663,3,1019,0,0,14
3,4,90638.0,29,1,1,0,1,35,4340,0,2525,3,1,17
3,3,27161.0,41,1,7,0,0,40,4448,1,52,2,0,4
4,5,38201.0,19,4,8,0,0,66,4661,1,268,0,0,11
2,5,45203.0,4,1,6,0,1,44,4302,2,147,2,0,7
4,5,81574.0,89,1,1,0,0,79,4266,0,1798,3,2,17
3,4,60482.0,81,1,7,0,0,50,4726,1,507,0,0,16
2,5,34633.0,31,1,6,0,0,70,4361,3,15,2,0,3
3,5,78093.0,53,1,1,0,0,79,4404,0,1105,1,0,16
2,2,82460.0,78,1,1,0,0,76,4413,0,974,1,0,14
3,5,45903.0,80,2,4,0,0,60,4271,1,66,2,0,6
2,2,81361.0,18,1,1,0,1,39,4328,0,778,1,0,26
4,2,35860.0,37,2,5,0,1,53,4245,2,49,2,1,4
3,5,40442.0,52,4,7,0,1,74,4883,2,169,0,0,8
2,3,61482.0,39,1,2,0,0,61,4206,0,299,1,0,11
2,3,34968.0,11,7,7,0,0,46,4649,1,221,0,0,10
2,3,75794.0,33,1,3,0,0,39,4391,0,1682,1,1,24
2,3,74268.0,83,1,2,0,0,71,4704,0,892,1,0,12
1,5,13724.0,43,1,9,0,0,38,4871,1,58,2,1,4
4,4,52569.0,54,1,3,0,0,59,4289,1,95,2,0,6
4,4,48432.0,3,5,8,0,1,53,4823,1,424,0,0,14
2,4,36108.0,68,3,9,0,0,42,4461,1,339,2,1,12
2,3,76445.0,2,1,6,0,0,55,4843,1,1410,1,0,20
4,3,36663.0,40,1,2,0,0,51,4269,1,35,2,0,5
3,3,53843.0,64,4,7,0,0,61,4571,1,562,0,0,16
3,3,90226.0,26,1,2,0,0,70,4845,0,2352,1,1,23
3,2,70638.0,69,1,3,0,0,71,4597,0,1334,1,1,19
2,5,44512.0,57,2,4,0,0,66,4507,2,32,2,0,4
2,3,27116.0,78,2,7,0,0,65,4323,2,41,2,0,5
4,3,54072.0,71,1,8,0,0,63,4541,2,39,2,0,4
2,3,71855.0,59,4,3,0,0,49,4733,1,1141,1,0,21
0,4,51250.0,28,5,9,0,0,36,4660,1,710,0,1,19
3,3,60432.0,61,5,6,0,0,53,4316,1,401,0,0,14
0,3,12393.0,38,1,9,0,0,48,4776,0,57,2,0,5
2,4,64509.0,19,1,4,0,1,36,4520,0,1722,3,1,18
2,4,33955.0,92,4,8,0,0,51,4528,1,270,2,0,11
2,3,31353.0,24,2,8,0,1,49,4386,2,31,2,0,4
2,3,55434.0,21,3,4,0,0,42,4471,1,882,1,0,21
2,5,28359.0,35,1,7,0,0,43,4449,1,16,2,0,3
2,4,57100.0,9,2,3,0,0,39,4246,1,311,2,0,12
3,3,52973.0,92,7,8,0,0,70,4802,1,1152,0,0,24
4,5,51717.0,55,1,7,0,0,61,4517,1,122,2,1,7
2,3,18793.0,14,3,8,0,0,55,4737,1,77,2,0,6
2,4,50664.0,64,9,9,0,0,67,4733,2,561,0,0,15
2,5,54414.0,49,4,4,0,0,63,4726,2,211,0,0,9
4,3,54549.0,8,2,7,0,0,74,4322,1,233,0,0,10
4,6,47111.0,35,6,9,0,0,55,4863,1,1092,0,0,15
4,2,41003.0,11,1,6,0,0,63,4673,0,601,1,0,16
2,5,19444.0,8,3,7,0,1,44,4331,1,54,2,0,7
0,5,36301.0,53,1,7,0,0,50,4451,1,78,2,0,6
4,5,42731.0,64,3,5,0,0,57,4455,1,244,2,0,10
4,3,52854.0,43,2,5,0,0,67,4301,2,116,2,0,7
2,5,22775.0,40,1,8,0,0,48,4579,1,15,2,0,3
4,3,59821.0,11,6,8,0,0,71,4647,1,734,0,0,20
2,2,50002.0,21,2,7,0,0,72,4581,1,638,0,0,17
2,3,69755.0,23,1,1,0,0,81,4474,0,894,1,0,21
2,3,44078.0,17,2,5,0,0,57,4214,2,41,2,0,5
3,5,30560.0,6,1,7,0,0,50,4571,1,31,2,0,4
3,5,35924.0,56,1,5,0,0,57,4302,2,34,2,0,4
4,2,64140.0,71,5,5,0,1,62,4483,2,1750,3,3,13
2,5,56386.0,51,8,9,0,0,45,4814,2,612,0,0,17
0,5,75774.0,27,1,4,0,0,45,4262,1,823,1,0,20
3,2,39228.0,1,1,4,0,0,66,4619,0,20,2,0,3
3,3,58494.0,56,2,6,0,0,52,4403,1,396,0,0,14
2,4,58684.0,71,1,2,0,0,45,4217,0,813,1,1,20
2,2,57136.0,18,1,6,0,1,59,4611,0,1179,1,0,19
4,6,56551.0,48,3,4,0,0,76,4257,2,138,2,0,7
2,3,22448.0,86,3,3,0,0,44,4327,1,55,2,0,6
2,4,82014.0,48,1,6,0,1,65,4882,0,1511,1,0,21
2,6,34213.0,2,3,9,0,1,63,4864,2,117,2,0,6
4,6,25358.0,57,2,6,0,0,79,4546,1,32,2,0,4
3,4,35544.0,77,1,7,0,0,48,4317,1,67,2,0,5
3,5,36634.0,0,3,7,0,0,72,4601,1,335,0,0,12
4,3,62670.0,57,1,3,0,0,72,4351,1,825,0,0,21
0,5,50334.0,24,6,6,0,0,54,4544,1,694,0,0,17
2,4,72066.0,55,1,2,0,1,45,4210,0,1792,3,2,16
4,4,50729.0,62,9,6,0,0,68,4627,2,496,0,0,15
2,5,34916.0,89,4,9,0,0,58,4614,2,231,2,0,9
2,2,64892.0,77,2,4,0,0,50,4235,1,902,0,0,22
2,4,43602.0,45,3,6,0,0,60,4374,2,68,2,0,6
0,4,41473.0,80,1,7,0,0,41,4579,1,76,2,0,5
4,3,63246.0,60,1,4,0,0,59,4517,2,772,0,0,21
4,3,36732.0,71,3,2,0,0,67,4386,2,47,2,0,6
4,4,37929.0,49,2,7,0,1,41,4538,0,265,3,2,11
2,5,86610.0,66,1,2,0,0,75,4501,0,1603,1,0,17
3,3,80141.0,20,1,6,0,1,40,4738,0,2091,3,1,21
2,3,69016.0,61,4,5,0,0,56,4788,1,1533,1,0,30
0,5,20193.0,18,1,4,0,0,35,4782,0,82,2,0,6
2,3,27573.0,45,4,8,0,0,51,4665,1,244,2,0,10
1,4,15862.0,26,1,8,0,0,47,4571,1,36,2,0,4
4,3,49544.0,0,2,7,0,0,50,4706,1,404,0,0,14
2,3,33228.0,28,1,7,0,0,46,4361,1,71,2,0,5
2,5,70440.0,49,1,3,0,0,48,4468,0,1572,1,1,22
2,5,38232.0,84,4,5,0,0,55,4367,2,122,2,0,7
4,3,22554.0,38,4,5,0,0,71,4807,2,41,2,0,6
4,3,23536.0,53,1,3,0,0,43,4229,1,10,2,0,3
2,3,49413.0,88,2,5,0,0,74,4451,1,304,0,0,11
2,3,42231.0,99,1,5,0,0,57,4300,2,37,2,0,4
3,2,78789.0,12,1,2,0,1,46,4894,0,1754,1,0,15
2,5,56534.0,35,4,8,0,1,58,4545,1,815,0,2,21
2,4,58350.0,5,4,6,0,0,55,4745,1,1001,0,0,23
2,4,49090.0,45,3,7,0,0,75,4549,1,688,0,0,18
3,2,61787.0,71,1,5,0,0,39,4562,0,1319,1,0,18
4,3,18169.0,40,1,8,0,0,41,4699,1,21,2,0,3
0,4,24336.0,82,1,7,0,0,45,4875,1,31,2,0,3
2,3,18222.0,70,1,8,0,0,36,4749,0,67,2,0,5
2,2,62335.0,87,2,2,0,0,74,4606,1,708,1,0,19
0,5,42033.0,95,1,7,0,0,55,4852,2,25,2,0,3
4,3,86580.0,72,0,1,0,0,43,4691,0,746,1,1,11
4,2,41437.0,5,1,7,0,0,69,4849,2,32,2,0,4
3,6,73705.0,86,2,5,0,0,75,4320,2,1695,1,0,23
2,3,61064.0,80,5,6,0,0,50,4871,1,1080,0,0,23
2,4,18358.0,49,3,7,0,0,37,4425,1,57,2,0,7
4,5,55012.0,85,6,5,0,0,53,4304,1,660,0,0,19
1,5,9722.0,7,4,8,0,1,53,4839,1,103,2,0,7
4,3,38175.0,6,3,7,0,0,42,4483,1,153,2,0,8
3,5,58656.0,25,4,6,0,0,70,4851,1,1220,0,1,28
2,5,52117.0,55,2,7,0,0,61,4886,1,279,0,0,11
2,3,64813.0,81,1,5,0,0,48,4382,1,745,1,0,19
4,3,54222.0,98,1,3,0,0,53,4324,1,264,2,0,11
2,3,83512.0,31,1,1,0,1,40,4216,0,2157,3,4,21
3,3,77520.0,30,1,4,0,1,67,4509,1,1526,3,3,22
2,5,41154.0,98,1,5,0,0,48,4650,1,69,2,0,5
2,3,80398.0,92,1,3,0,0,60,4800,0,1597,1,1,25
1,4,18746.0,41,2,6,0,0,34,4235,1,64,2,0,6
2,5,35196.0,68,6,8,0,0,42,4797,1,497,0,0,12
2,4,60230.0,78,2,5,0,0,70,4609,1,1067,0,0,15
2,3,22108.0,46,2,7,0,0,49,4256,2,31,2,0,5
2,5,44392.0,71,5,7,0,0,52,4501,2,211,2,0,9
4,3,55424.0,6,4,6,0,1,50,4785,1,877,0,1,21
2,3,17688.0,82,1,8,1,0,47,4736,1,11,2,0,3
4,3,92491.0,71,1,3,0,1,43,4628,0,2034,3,3,24
2,4,90273.0,32,1,2,0,1,35,4401,0,1991,3,3,18
4,6,82571.0,28,0,2,0,0,64,4292,0,1686,1,1,24
4,4,38513.0,20,5,8,0,1,44,4356,1,324,2,0,12
3,4,16653.0,10,3,6,0,1,47,4276,1,69,2,0,6
2,5,42586.0,7,5,8,0,1,71,4812,2,252,0,0,11
1,4,23529.0,67,1,6,0,0,61,4742,1,54,2,0,4
2,3,71107.0,61,2,4,0,0,75,4701,1,1327,1,0,26
4,5,46910.0,36,2,6,0,0,62,4302,2,68,2,0,5
2,2,37244.0,90,1,7,0,0,71,4632,2,55,2,1,4
2,5,82427.0,35,1,1,0,0,60,4313,0,1456,1,1,20
0,4,75342.0,38,1,4,0,0,68,4623,1,563,1,0,17
2,2,70044.0,46,4,5,0,0,72,4700,1,1504,0,0,22
2,3,77437.0,70,1,1,0,0,63,4419,0,1125,1,1,22
2,3,54984.0,51,4,7,0,0,67,4240,1,358,0,1,13
